sentence,annotation
Many expeditions have been launched to explore the depths of Revolution Peak .,O O O O O O O O O O B-MOUNTAIN I-MOUNTAIN O
Kilimanjaro is frequently covered in snow even during the summer months .,B-MOUNTAIN O O O O O O O O O O O
During certain times of the year Cotopaxi is covered in beautiful wildflowers .,O O O O O O B-MOUNTAIN O O O O O O
Bolívar Peak has inspired countless works of art and literature .,B-MOUNTAIN I-MOUNTAIN O O O O O O O O O
Few places on Earth are as captivating as the Finsteraarhorn .,O O O O O O O O O B-MOUNTAIN O
Legends say that Krakatoa is protected by ancient spirits .,O O O B-MOUNTAIN O O O O O O
The harsh conditions on Lochnagar are not for the faint hearted .,O O O O B-MOUNTAIN O O O O O O O
Ancient civilizations left their mark on the slopes of Mount Monadnock .,O O O O O O O O O B-MOUNTAIN I-MOUNTAIN O
The landscape around Mount Meru changes dramatically with the seasons .,O O O B-MOUNTAIN I-MOUNTAIN O O O O O O
The altitude of Slieve Donard challenges even the fittest athletes .,O O O B-MOUNTAIN I-MOUNTAIN O O O O O O
Sunrises and sunsets at Jungfrau are unforgettable experiences .,O O O O B-MOUNTAIN O O O O
Many expeditions have been launched to explore the depths of Mount Pangaion .,O O O O O O O O O O B-MOUNTAIN I-MOUNTAIN O
During storms Mount Parnis becomes an even more formidable place .,O O B-MOUNTAIN I-MOUNTAIN O O O O O O O
The Mauna Kea range stretches over a vast area .,O B-MOUNTAIN I-MOUNTAIN O O O O O O O
Many expeditions have been launched to explore the depths of Hualalai .,O O O O O O O O O O B-MOUNTAIN O
Victoria Peak is part of a national park that protects its unique environment .,B-MOUNTAIN I-MOUNTAIN O O O O O O O O O O O O
Doda Betta has been the site of many scientific studies due to its unique environment .,B-MOUNTAIN I-MOUNTAIN O O O O O O O O O O O O O O
Those who climb Mount Mikeno often speak of its spiritual energy .,O O O B-MOUNTAIN I-MOUNTAIN O O O O O O O
The slopes of Mount Haltia are covered with diverse vegetation .,O O O B-MOUNTAIN I-MOUNTAIN O O O O O O
Stories of Mount Bruce have been passed down through generations .,O O B-MOUNTAIN I-MOUNTAIN O O O O O O O
Tourists flock to Adam s Peak for its serene and majestic beauty .,O O O O O O O O O O O O O
The scenic views around Dunsinane attract travelers from far and wide .,O O O O B-MOUNTAIN O O O O O O O
The surrounding area of Mount Aso is a haven for nature lovers .,O O O O B-MOUNTAIN I-MOUNTAIN O O O O O O O
Reaching the top of Mount Rushmore is an achievement many aspire to .,O O O O B-MOUNTAIN I-MOUNTAIN O O O O O O O
Stories of Vinson Massif have been passed down through generations .,O O B-MOUNTAIN I-MOUNTAIN O O O O O O O
Many legends are told about the mysteries of Öræfajökull .,O O O O O O O O B-MOUNTAIN O
Hiking to Vesuvius s summit can take several days to accomplish .,O O B-MOUNTAIN O O O O O O O O O
The icy winds on Lhotse can be relentless at higher altitudes .,O O O O B-MOUNTAIN O O O O O O O
Ol Doinyo Lengai holds cultural significance to indigenous communities nearby .,B-MOUNTAIN I-MOUNTAIN I-MOUNTAIN O O O O O O O O
Photographers travel to Toluca to capture its breathtaking views .,O O O B-MOUNTAIN O O O O O O
Every step toward the summit of Mount Ruiz tests one s willpower .,O O O O O O B-MOUNTAIN I-MOUNTAIN O O O O O
The flora and fauna on Öræfajökull are unique to its ecosystem .,O O O O O B-MOUNTAIN O O O O O O
Mount Saint Elias is famous for its challenging climbing routes .,B-MOUNTAIN I-MOUNTAIN I-MOUNTAIN O O O O O O O O
Sunrises and sunsets at Mount Suthep are unforgettable experiences .,O O O O B-MOUNTAIN I-MOUNTAIN O O O O
Triglav is surrounded by valleys and rivers creating a picturesque scene .,B-MOUNTAIN O O O O O O O O O O O
The mountain range that includes Mount Bruce is one of the longest in the world .,O O O O O B-MOUNTAIN I-MOUNTAIN O O O O O O O O O
The summit of Mount Ruiz can be reached only by the most experienced climbers .,O O O B-MOUNTAIN I-MOUNTAIN O O O O O O O O O O
The ecosystem around Mount Kinabalu is fragile and needs to be preserved .,O O O B-MOUNTAIN I-MOUNTAIN O O O O O O O O
The surrounding area of Nevado Illimani is a haven for nature lovers .,O O O O B-MOUNTAIN I-MOUNTAIN O O O O O O O
Many expeditions have been launched to explore the depths of Mount Fairweather .,O O O O O O O O O O B-MOUNTAIN I-MOUNTAIN O
Surviving the night on Mount Nyamulagira requires advanced camping skills .,O O O O B-MOUNTAIN I-MOUNTAIN O O O O O
The rugged terrain of Lugnaquillia Mountain demands skill and endurance from climbers .,O O O O B-MOUNTAIN I-MOUNTAIN O O O O O O O
The legend of Idi tells of lost travelers and hidden caves .,O O O B-MOUNTAIN O O O O O O O O
The scenic views around Ben Cruachan attract travelers from far and wide .,O O O O B-MOUNTAIN I-MOUNTAIN O O O O O O O
Karl Marx Peak presents a unique challenge to those who attempt to conquer it .,B-MOUNTAIN I-MOUNTAIN I-MOUNTAIN O O O O O O O O O O O O
Mount Aragats is a part of a chain of mountains that spans multiple countries .,B-MOUNTAIN I-MOUNTAIN O O O O O O O O O O O O O
During storms Mount Kosciuszko becomes an even more formidable place .,O O B-MOUNTAIN I-MOUNTAIN O O O O O O O
Mount Haltia is a part of a chain of mountains that spans multiple countries .,B-MOUNTAIN I-MOUNTAIN O O O O O O O O O O O O O
The altitude of Mount Monadnock challenges even the fittest athletes .,O O O B-MOUNTAIN I-MOUNTAIN O O O O O O
Many legends are told about the mysteries of Revolution Peak .,O O O O O O O O B-MOUNTAIN I-MOUNTAIN O
Travelers often share stories of their journey to Mount Pinatubo .,O O O O O O O O B-MOUNTAIN I-MOUNTAIN O
Local communities revere Teide Peak as a sacred mountain .,O O O B-MOUNTAIN I-MOUNTAIN O O O O O
Those who climb Mount Aconcagua often speak of its spiritual energy .,O O O B-MOUNTAIN I-MOUNTAIN O O O O O O O
Hiking to Kangto s summit can take several days to accomplish .,O O B-MOUNTAIN O O O O O O O O O
The flora and fauna on Mount Pelion are unique to its ecosystem .,O O O O O B-MOUNTAIN I-MOUNTAIN O O O O O O
The dense forests near Mauna Loa add to its allure .,O O O O B-MOUNTAIN I-MOUNTAIN O O O O O
Many expeditions have been launched to explore the depths of Fan Si Peak .,O O O O O O O O O O B-MOUNTAIN I-MOUNTAIN I-MOUNTAIN O
The ecosystem around Mount Kinabalu is home to various rare species .,O O O B-MOUNTAIN I-MOUNTAIN O O O O O O O
The harsh conditions on Monte Rosa are not for the faint hearted .,O O O O B-MOUNTAIN I-MOUNTAIN O O O O O O O
Legends say that spirits protect the summit of Revolution Peak .,O O O O O O O O B-MOUNTAIN I-MOUNTAIN O
The peak of Mount Huascarán is one of the most beautiful places on Earth .,O O O B-MOUNTAIN I-MOUNTAIN O O O O O O O O O O
Surviving the night on Revolution Peak requires advanced camping skills .,O O O O B-MOUNTAIN I-MOUNTAIN O O O O O
Mount Taranaki is a major landmark and a point of pride for the local community .,B-MOUNTAIN I-MOUNTAIN O O O O O O O O O O O O O O
Reaching the top of Mount Toba is an achievement many aspire to .,O O O O B-MOUNTAIN I-MOUNTAIN O O O O O O O
The path up Dufourspitze is marked with stunning rock formations .,O O O B-MOUNTAIN O O O O O O O
Hekla is famous for its challenging climbing routes .,B-MOUNTAIN O O O O O O O O
The snow capped peaks of Denali are visible from miles away .,O O O O O B-MOUNTAIN O O O O O O
People come from around the globe to admire the grandeur of Mount Saint Elias .,O O O O O O O O O O O B-MOUNTAIN I-MOUNTAIN I-MOUNTAIN O
Guadalupe Peak s slopes are covered with dense forests and flowing streams .,B-MOUNTAIN I-MOUNTAIN O O O O O O O O O O O
The river that flows from Mount Ruiz provides life to the valleys below .,O O O O O B-MOUNTAIN I-MOUNTAIN O O O O O O O
The sheer size of Mount Narodnaya is awe inspiring to anyone who sees it .,O O O O B-MOUNTAIN I-MOUNTAIN O O O O O O O O O
Legends say that Kings Peak is protected by ancient spirits .,O O O B-MOUNTAIN I-MOUNTAIN O O O O O O
Photographers travel to Irazú Volcano to capture its breathtaking views .,O O O B-MOUNTAIN I-MOUNTAIN O O O O O O
Sunrises and sunsets at Irazú Volcano are unforgettable experiences .,O O O O B-MOUNTAIN I-MOUNTAIN O O O O
Climbing Mount Everest is considered a rite of passage for experienced climbers .,O B-MOUNTAIN I-MOUNTAIN O O O O O O O O O O
The rugged trails on Teide Peak attract experienced hikers from around the world .,O O O O B-MOUNTAIN I-MOUNTAIN O O O O O O O O
Reaching Mount Tahan requires both mental and physical strength .,O B-MOUNTAIN I-MOUNTAIN O O O O O O O
The slopes of Mount Apo are covered with diverse vegetation .,O O O B-MOUNTAIN I-MOUNTAIN O O O O O O
Local communities revere Dachstein as a sacred mountain .,O O O B-MOUNTAIN O O O O O
In winter Krakatoa becomes a snowy paradise for skiers and climbers .,O O B-MOUNTAIN O O O O O O O O O
Every step toward the summit of Mount Pinatubo tests one s willpower .,O O O O O O B-MOUNTAIN I-MOUNTAIN O O O O O
Slieve Donard is surrounded by valleys and rivers creating a picturesque scene .,B-MOUNTAIN I-MOUNTAIN O O O O O O O O O O O
The dense forests near Mihintale add to its allure .,O O O O B-MOUNTAIN O O O O O
Mount Hiei is part of a national park that protects its unique environment .,B-MOUNTAIN I-MOUNTAIN O O O O O O O O O O O O
The landscape around Mount Corcovado changes dramatically with the seasons .,O O O B-MOUNTAIN I-MOUNTAIN O O O O O O
Karl Marx Peak has inspired countless works of art and literature .,B-MOUNTAIN I-MOUNTAIN I-MOUNTAIN O O O O O O O O O
Mount Tambora holds cultural significance to indigenous communities nearby .,B-MOUNTAIN I-MOUNTAIN O O O O O O O O
During the winter months Mount Elbert becomes almost inaccessible .,O O O O B-MOUNTAIN I-MOUNTAIN O O O O
Rodna Massif presents a unique challenge to those who attempt to conquer it .,B-MOUNTAIN I-MOUNTAIN O O O O O O O O O O O O
During storms Mount Tabor becomes an even more formidable place .,O O B-MOUNTAIN I-MOUNTAIN O O O O O O O
Mount Saint Elias has several trails that vary in difficulty attracting all types of adventurers .,B-MOUNTAIN I-MOUNTAIN I-MOUNTAIN O O O O O O O O O O O O O
Sunrises and sunsets at Mount Elbrus are unforgettable experiences .,O O O O B-MOUNTAIN I-MOUNTAIN O O O O
The dense forests near Mount Elbrus add to its allure .,O O O O B-MOUNTAIN I-MOUNTAIN O O O O O
The summit of Mount Bruce can be reached only by the most experienced climbers .,O O O B-MOUNTAIN I-MOUNTAIN O O O O O O O O O O
Doda Betta is part of a national park that protects its unique environment .,B-MOUNTAIN I-MOUNTAIN O O O O O O O O O O O O
The landscape around Mount Athos changes dramatically with the seasons .,O O O B-MOUNTAIN I-MOUNTAIN O O O O O O
Every step toward the summit of Soufrière tests one s willpower .,O O O O O O B-MOUNTAIN O O O O O
The altitude of Manāslu I challenges even the fittest athletes .,O O O B-MOUNTAIN I-MOUNTAIN O O O O O O
Many believe that Mount Ontake holds hidden treasures within its caves .,O O O B-MOUNTAIN I-MOUNTAIN O O O O O O O
Legends say that spirits protect the summit of Botev .,O O O O O O O O B-MOUNTAIN O
The landscape around Carrantuohill changes dramatically with the seasons .,O O O B-MOUNTAIN O O O O O O
Sunrises and sunsets at Sugar Loaf are unforgettable experiences .,O O O O B-MOUNTAIN I-MOUNTAIN O O O O
The mist that surrounds Mount Pelion in the mornings adds to its mystique .,O O O O B-MOUNTAIN I-MOUNTAIN O O O O O O O O
The ecosystem around Thabana Ntlenyana is fragile and needs to be preserved .,O O O B-MOUNTAIN I-MOUNTAIN O O O O O O O O
Surviving the night on Mount Rainier requires advanced camping skills .,O O O O B-MOUNTAIN I-MOUNTAIN O O O O O
Hikers near Mount Mikeno are advised to be cautious of sudden weather changes .,O O B-MOUNTAIN I-MOUNTAIN O O O O O O O O O O
The summit of Dachstein can be reached only by the most experienced climbers .,O O O B-MOUNTAIN O O O O O O O O O O
Mount Kazbek is a UNESCO World Heritage Site due to its natural beauty .,B-MOUNTAIN I-MOUNTAIN O O O O O O O O O O O O
The path to Imeni Ismail Samani Peak is filled with both beauty and danger .,O O O B-MOUNTAIN I-MOUNTAIN I-MOUNTAIN I-MOUNTAIN O O O O O O O O
During certain times of the year Mount Bruce is covered in beautiful wildflowers .,O O O O O O B-MOUNTAIN I-MOUNTAIN O O O O O O
The river that flows from Öræfajökull provides life to the valleys below .,O O O O O B-MOUNTAIN O O O O O O O
The history of Mount Meru is filled with stories of exploration and adventure .,O O O B-MOUNTAIN I-MOUNTAIN O O O O O O O O O
Photographers travel to Mount Mitchell to capture its breathtaking views .,O O O B-MOUNTAIN I-MOUNTAIN O O O O O O
Many legends are told about the mysteries of Mount Rushmore .,O O O O O O O O B-MOUNTAIN I-MOUNTAIN O
The landscape around Mount Tai changes dramatically with the seasons .,O O O B-MOUNTAIN I-MOUNTAIN O O O O O O
The scenic views around Mount Kenya attract travelers from far and wide .,O O O O B-MOUNTAIN I-MOUNTAIN O O O O O O O
Sunrises and sunsets at Mount Pelée are unforgettable experiences .,O O O O B-MOUNTAIN I-MOUNTAIN O O O O
The mist that surrounds Izalco Volcano in the mornings adds to its mystique .,O O O O B-MOUNTAIN I-MOUNTAIN O O O O O O O O
Climbing Ben Rinnes requires a lot of training and preparation .,O B-MOUNTAIN I-MOUNTAIN O O O O O O O O
The summit of Mont Blanc can be reached only by the most experienced climbers .,O O O B-MOUNTAIN I-MOUNTAIN O O O O O O O O O O
The highest peak in the Mount Athos is well known among mountaineers .,O O O O O B-MOUNTAIN I-MOUNTAIN O O O O O O
Sunrises and sunsets at Mount Gerizim are unforgettable experiences .,O O O O B-MOUNTAIN I-MOUNTAIN O O O O
Travelers often share stories of their journey to Ben Wyvis .,O O O O O O O O B-MOUNTAIN I-MOUNTAIN O
Mount Haltia has been the site of many scientific studies due to its unique environment .,B-MOUNTAIN I-MOUNTAIN O O O O O O O O O O O O O O
Tourists flock to Bandeira Peak for its serene and majestic beauty .,O O O B-MOUNTAIN I-MOUNTAIN O O O O O O O
Mihintale is a major landmark and a point of pride for the local community .,B-MOUNTAIN O O O O O O O O O O O O O O
Those who climb Kanchenjunga often speak of its spiritual energy .,O O O B-MOUNTAIN O O O O O O O
Hikers near Mount Everest are advised to be cautious of sudden weather changes .,O O B-MOUNTAIN I-MOUNTAIN O O O O O O O O O O
Exploring the Iztaccíhuatl can be a thrilling experience .,O O B-MOUNTAIN O O O O O O
Brandon Mountain is a UNESCO World Heritage Site due to its natural beauty .,B-MOUNTAIN I-MOUNTAIN O O O O O O O O O O O O
Reaching the top of Rodna Massif is an achievement many aspire to .,O O O O B-MOUNTAIN I-MOUNTAIN O O O O O O O
The beauty of Mount Fuji has made it a popular filming location .,O O O B-MOUNTAIN I-MOUNTAIN O O O O O O O O
The rugged terrain of Mount Ruiz demands skill and endurance from climbers .,O O O O B-MOUNTAIN I-MOUNTAIN O O O O O O O
Exploring the Snowdon can be a thrilling experience .,O O B-MOUNTAIN O O O O O O
The rugged terrain of Mount Elgon demands skill and endurance from climbers .,O O O O B-MOUNTAIN I-MOUNTAIN O O O O O O O
Exploring the Fan Si Peak can be a thrilling experience .,O O B-MOUNTAIN I-MOUNTAIN I-MOUNTAIN O O O O O O
Locals often tell stories of hidden caves within Mount Suthep .,O O O O O O O O B-MOUNTAIN I-MOUNTAIN O
The rivers near Mount Katahdin provide fresh water to local communities .,O O O B-MOUNTAIN I-MOUNTAIN O O O O O O O
Chimborazo is a major landmark and a point of pride for the local community .,B-MOUNTAIN O O O O O O O O O O O O O O
The harsh conditions on Kilimanjaro are not for the faint hearted .,O O O O B-MOUNTAIN O O O O O O O
The clouds often envelop Moldoveanu in a blanket of mist .,O O O O B-MOUNTAIN O O O O O O
Slieve Donard is a UNESCO World Heritage Site due to its natural beauty .,B-MOUNTAIN I-MOUNTAIN O O O O O O O O O O O O
Few places on Earth are as captivating as the Granite Peak .,O O O O O O O O O B-MOUNTAIN I-MOUNTAIN O
The rugged terrain of Mount Elgon demands skill and endurance from climbers .,O O O O B-MOUNTAIN I-MOUNTAIN O O O O O O O
